class2,class6,picNum,picType,rotAng,contrast_0,dissimilarity_0,homogeneity_0,energy_0,correlation_0,contrast_45,dissimilarity_45,homogeneity_45,energy_45,correlation_45,contrast_90,dissimilarity_90,homogeneity_90,energy_90,correlation_90,contrast_135,dissimilarity_135,homogeneity_135,energy_135,correlation_135
0,2,1,discrete,334,43.40585171568627,3.6015012254901952,0.5190978617965083,0.4284657612629499,0.9780268239105114,56.02875816993464,3.8623606305267204,0.5130565451226873,0.4253277136868531,0.9716856729669325,48.288419117647045,3.7323835784313717,0.5180748186762157,0.428919176726524,0.9755551407375878,48.537208765859276,3.814225297962321,0.5134784004010303,0.4253424664700871,0.9754715534101153
0,2,2,discrete,29,34.022089460784315,3.1965073529411767,0.528814629025123,0.4288481240188187,0.9797963777347385,43.930457516339864,3.4200692041522487,0.5240759633877253,0.42534740582116654,0.9739565283383511,38.06522671568628,3.3170649509803924,0.5261926723714035,0.4292570725052077,0.9773954076838307,38.434971164936556,3.3895886197616294,0.5229831382993245,0.4254511208929235,0.9772144398455672
0,2,3,discrete,355,44.389307598039224,3.6689950980392165,0.516409609997063,0.4287867121847771,0.9793057075393192,57.51298731257208,3.9461437908496726,0.5116549432242357,0.4252389084332848,0.973230623549405,49.89736519607845,3.8166666666666678,0.5154462147868154,0.4288917974830846,0.9767378514272964,49.90071510957323,3.90797385620915,0.5104860938276502,0.425283304619308,0.9767737498895304
0,0,4,arc,118,66.01026348039217,4.474540441176471,0.5021505404784717,0.42849693164742386,0.9717274775753771,85.039354094579,4.813102652825836,0.4979713217250364,0.4249157186763933,0.9636320617971351,73.03811274509806,4.6620710784313735,0.5002641706362612,0.4286768139489137,0.9687174149660637,71.3496962706651,4.724244521337947,0.49664457242263593,0.42509996085346446,0.9694865821549068
0,0,5,arc,55,68.0512254901961,4.533455882352942,0.5005205712895004,0.42815764237358905,0.9709492954817271,88.05480968858132,4.9086351403306425,0.49592412271866537,0.42518862464200075,0.9624664490305018,75.2998774509804,4.750428921568628,0.4981136799952569,0.4286576641573966,0.9678548846940936,74.3291657054979,4.799538638985006,0.4956408116278275,0.42492953875492745,0.968317034135963
0,1,6,diffuse,12,90.65030637254904,5.320251225490197,0.49151571026058566,0.4282897148138226,0.9661802394663109,109.34932718185311,5.614978854286812,0.4865342824434219,0.4249392317855534,0.959257831906574,95.90392156862744,5.458854166666667,0.4899244597594833,0.4287165617338842,0.9642202239409661,95.39281814686657,5.539377162629758,0.4863341903337979,0.42518434704088637,0.9644578496090628
0,1,7,diffuse,334,96.47763480392157,5.524601715686275,0.48895309672851595,0.4281560606407287,0.965960498615653,116.38231449442522,5.821576316801229,0.48469878227473684,0.4248977696165554,0.9589913023102522,101.62705269607844,5.631035539215687,0.4875100941006056,0.4286143671854941,0.9641436669963361,101.3353940792003,5.729273356401385,0.4842336805234426,0.4248213315836749,0.9642932643235549
0,1,8,diffuse,29,118.57236519607841,6.0622549019607845,0.48400426599023233,0.4283852474030581,0.956569350347102,142.33497885428682,6.350634371395618,0.4813297728903458,0.42460576581511456,0.9479306915295104,122.08802083333333,6.128125000000002,0.48514815246529436,0.42859915529198167,0.9552816370757224,119.45307189542483,6.198446751249518,0.4797592369083437,0.42508214503547676,0.9563014032226199
0,1,9,diffuse,355,119.96461397058826,6.102879901960787,0.4843471034928581,0.4281722228418399,0.9559136290018627,142.94597462514415,6.367766243752402,0.48061245206470593,0.42480520992334003,0.947532463937836,122.87858455882355,6.152113970588236,0.4832510242267573,0.42843086549711207,0.954842759983253,121.17908496732025,6.230096116878123,0.4795954021432983,0.4248208926136307,0.9555218814158577
0,1,10,diffuse,24,117.4403492647059,6.033057598039217,0.4850855769216156,0.42809946106705893,0.9563876768099379,140.5090042291426,6.303975394079199,0.4804037768953583,0.4246240105785928,0.9478852472932084,120.19773284313732,6.077971813725493,0.48462541971781564,0.42849495892109085,0.9553637024728856,118.1683967704729,6.140346020761246,0.4808707354560054,0.42494802006465515,0.9561713727227885
